host_time,seq,t_ms,setA,velA,pwmA,setB,velB,pwmB,setC,velC,pwmC
3.2860,19393,255571,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19394,255576,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19395,255581,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19396,255586,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19397,255591,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19398,255596,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19399,255601,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19400,255606,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19401,255611,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19402,255616,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19403,255621,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19404,255626,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19405,255631,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19406,255636,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19407,255641,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19408,255646,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.3448,19409,255651,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19410,255656,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19411,255661,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19412,255666,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19413,255671,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19414,255676,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19415,255681,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19416,255686,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19417,255691,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19418,255696,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19419,255701,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19420,255706,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19421,255711,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19422,255716,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19423,255721,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19424,255726,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.4467,19425,255731,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19426,255736,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19427,255741,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19428,255746,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19429,255751,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19430,255756,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19431,255761,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19432,255766,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19433,255771,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19434,255776,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19435,255781,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19436,255786,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19437,255791,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19438,255796,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19439,255801,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19440,255806,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19441,255811,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19442,255816,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19443,255821,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19444,255826,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19445,255831,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19446,255836,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19447,255841,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19448,255846,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.5714,19449,255851,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19450,255856,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19451,255861,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19452,255866,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19453,255871,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19454,255876,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19455,255881,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19456,255886,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19457,255891,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19458,255896,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19459,255901,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19460,255906,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19461,255911,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19462,255916,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19463,255921,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19464,255926,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.6480,19465,255931,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19466,255936,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19467,255941,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19468,255946,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19469,255951,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19470,255956,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19471,255961,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19472,255966,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19473,255971,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19474,255976,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19475,255981,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19476,255986,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19477,255991,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19478,255996,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19479,256001,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19480,256006,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19481,256011,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19482,256016,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19483,256021,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19484,256026,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19485,256031,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19486,256036,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19487,256041,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19488,256046,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.7747,19489,256051,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19490,256056,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19491,256061,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19492,256066,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19493,256071,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19494,256076,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19495,256081,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19496,256086,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19497,256091,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19498,256096,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19499,256101,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19500,256106,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19501,256111,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19502,256116,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19503,256121,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19504,256126,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19505,256131,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19506,256136,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19507,256141,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19508,256146,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19509,256151,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19510,256156,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19511,256161,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19512,256166,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.8853,19513,256171,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19514,256176,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19515,256181,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19516,256186,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19517,256191,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19518,256196,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19519,256201,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19520,256206,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19521,256211,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19522,256216,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19523,256221,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19524,256226,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19525,256231,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19526,256236,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19527,256241,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19528,256246,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19529,256251,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19530,256256,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19531,256261,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19532,256266,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19533,256271,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19534,256276,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19535,256281,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19536,256286,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
3.9899,19537,256291,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.0392,19538,256296,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.0392,19539,256301,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.0392,19540,256306,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.0392,19541,256311,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.0392,19542,256316,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.0392,19543,256321,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.0392,19544,256326,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.0392,19545,256331,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.1283,19546,256336,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.1283,19547,256341,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.1283,19548,256346,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.1283,19549,256351,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.1283,19550,256356,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
4.1283,19551,256361,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
