host_time,seq,t_ms,setA,velA,pwmA,setB,velB,pwmB,setC,velC,pwmC
0.2754,122855,1101305,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122856,1101310,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122857,1101315,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122858,1101320,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122859,1101325,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122860,1101330,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122861,1101335,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122862,1101340,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122863,1101345,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122864,1101350,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122865,1101355,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122866,1101360,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122867,1101365,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122868,1101370,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122869,1101375,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.2754,122870,1101380,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122871,1101385,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122872,1101390,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122873,1101395,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122874,1101400,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122875,1101405,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122876,1101410,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122877,1101415,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122878,1101420,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122879,1101425,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122880,1101430,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122881,1101435,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122882,1101440,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122883,1101445,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122884,1101450,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122885,1101455,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.3757,122886,1101460,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122887,1101465,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122888,1101470,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122889,1101475,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122890,1101480,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122891,1101485,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122892,1101490,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122893,1101495,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122894,1101500,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122895,1101505,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122896,1101510,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122897,1101515,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122898,1101520,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122899,1101525,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122900,1101530,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122901,1101535,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.4738,122902,1101540,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5273,122903,1101545,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5273,122904,1101550,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5273,122905,1101555,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5273,122906,1101560,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5273,122907,1101565,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5273,122908,1101570,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5273,122909,1101575,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5273,122910,1101580,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5283,122911,1101585,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5283,122912,1101590,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5283,122913,1101595,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5283,122914,1101600,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5283,122915,1101605,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5283,122916,1101610,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5283,122917,1101615,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.5283,122918,1101620,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122919,1101625,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122920,1101630,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122921,1101635,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122922,1101640,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122923,1101645,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122924,1101650,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122925,1101655,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122926,1101660,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122927,1101665,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122928,1101670,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122929,1101675,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122930,1101680,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122931,1101685,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122932,1101690,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122933,1101695,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.6253,122934,1101700,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122935,1101705,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122936,1101710,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122937,1101715,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122938,1101720,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122939,1101725,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122940,1101730,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122941,1101735,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122942,1101740,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122943,1101745,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122944,1101750,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122945,1101755,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122946,1101760,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122947,1101765,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122948,1101770,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122949,1101775,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122950,1101780,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122951,1101785,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122952,1101790,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122953,1101795,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122954,1101800,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122955,1101805,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122956,1101810,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122957,1101815,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.7317,122958,1101820,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122959,1101825,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122960,1101830,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122961,1101835,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122962,1101840,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122963,1101845,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122964,1101850,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122965,1101855,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122966,1101860,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122967,1101865,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122968,1101870,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122969,1101875,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122970,1101880,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122971,1101885,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122972,1101890,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122973,1101895,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8131,122974,1101900,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122975,1101905,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122976,1101910,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122977,1101915,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122978,1101920,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122979,1101925,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122980,1101930,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122981,1101935,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122982,1101940,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122983,1101945,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122984,1101950,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122985,1101955,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122986,1101960,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122987,1101965,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122988,1101970,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122989,1101975,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.8669,122990,1101980,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122991,1101985,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122992,1101990,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122993,1101995,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122994,1102000,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122995,1102005,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122996,1102010,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122997,1102015,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122998,1102020,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,122999,1102025,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,123000,1102030,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,123001,1102035,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,123002,1102040,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,123003,1102045,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,123004,1102050,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,123005,1102055,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
0.9894,123006,1102060,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123007,1102065,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123008,1102070,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123009,1102075,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123010,1102080,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123011,1102085,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123012,1102090,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123013,1102095,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123014,1102100,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123015,1102105,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123016,1102110,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123017,1102115,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123018,1102120,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123019,1102125,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123020,1102130,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123021,1102135,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123022,1102140,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123023,1102145,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123024,1102150,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123025,1102155,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123026,1102160,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123027,1102165,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123028,1102170,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123029,1102175,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.0935,123030,1102180,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123031,1102185,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123032,1102190,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123033,1102195,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123034,1102200,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123035,1102205,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123036,1102210,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123037,1102215,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123038,1102220,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123039,1102225,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123040,1102230,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123041,1102235,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123042,1102240,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123043,1102245,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123044,1102250,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123045,1102255,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.1463,123046,1102260,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123047,1102265,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123048,1102270,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123049,1102275,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123050,1102280,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123051,1102285,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123052,1102290,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123053,1102295,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123054,1102300,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123055,1102305,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123056,1102310,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123057,1102315,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123058,1102320,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123059,1102325,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123060,1102330,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123061,1102335,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.2576,123062,1102340,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123063,1102345,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123064,1102350,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123065,1102355,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123066,1102360,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123067,1102365,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123068,1102370,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123069,1102375,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123070,1102380,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123071,1102385,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123072,1102390,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123073,1102395,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123074,1102400,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123075,1102405,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123076,1102410,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123077,1102415,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.3176,123078,1102420,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123079,1102425,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123080,1102430,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123081,1102435,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123082,1102440,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123083,1102445,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123084,1102450,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123085,1102455,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123086,1102460,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123087,1102465,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123088,1102470,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123089,1102475,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123090,1102480,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123091,1102485,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123092,1102490,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123093,1102495,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.4174,123094,1102500,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123095,1102505,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123096,1102510,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123097,1102515,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123098,1102520,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123099,1102525,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123100,1102530,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123101,1102535,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123102,1102540,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
1.5350,123103,1102545,0.000,0.000,0.0,0.000,0.000,0.0,0.000,0.000,0.0
